OBJECTID,CT2010,TOTHHS,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDINC,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18_PO,CV_PERLT18,POV_65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,XLS_1,XLS_2,XLS_3,XLS_4
673,24005403402,2023,4.807931,25.9,17.133938,36.8,14.206423,24.8,16.423179,2.2,69.079856,5.8,39.82811,34827,9.1394,26.1,15.838079,18.9,19.620141,25.4,35.181772,16.6,21.606182,33.9,35.147179,12.9,34.87194,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005403402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005403402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005403402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005403402.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005403402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005403402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005403402.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005403402.xlsx
674,24005403401,1817,3.680204,39.1,9.794852,12.1,27.129544,8.6,36.75691,1.2,60.790274,3.2,53.191489,51344,4.597395,6.2,30.395137,6.1,44.845284,3.8,110.382339,6.4,30.395137,5,106.990881,9.1,30.061124,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005403401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005403401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005403401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005403401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005403401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005403401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005403401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005403401.xlsx
675,24005408304,2242,3.71466,61,5.780059,11.8,21.637216,3.2,37.993921,0,-999,4.7,36.215482,80714,8.321626,0.6,91.18541,2.8,34.737299,7.1,83.907702,3.4,48.274629,6.1,88.694006,3.3,64.474533,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005408304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005408304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005408304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005408304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005408304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005408304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005408304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005408304.xlsx
676,24005408303,1182,1.13146,76.6,5.396526,5.2,28.057049,1.9,47.992321,0.4,91.18541,2.4,53.191489,151413,12.788549,0,-999,0.6,91.18541,0,-999,2.2,41.447914,0,-999,3.6,101.317123,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005408303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005408303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005408303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005408303.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005408303.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005408303.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005408303.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005408303.xlsx
677,24005407002,1990,2.046708,37.4,9.914991,2.5,43.768997,0.7,60.790274,0.1,182.370821,3.1,37.258555,95577,12.734048,2.8,45.592705,3.9,35.850674,0,-999,2.4,35.460993,1,97.264438,3,99.29078,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005407002.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005407002.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005407002.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005407002.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005407002.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005407002.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005407002.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005407002.xlsx
678,24005407001,1161,4.660064,48.1,8.467668,7.1,28.254634,0.5,85.106383,0.5,85.106383,6.8,34.86501,100299,8.321623,4.1,88.961376,3.9,46.761749,14.6,66.203106,6.7,48.087828,11.6,61.838382,7.4,66.540705,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005407001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005407001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005407001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005407001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005407001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005407001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005407001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005407001.xlsx
679,24005411309,3145,2.164868,40.6,8.235136,9.2,17.840624,3.7,32.859607,0,-999,6,25.329281,91169,6.728544,4,39.513678,2.7,47.281324,0,-999,3,34.447822,0.9,67.544748,5.9,53.577868,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005411309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005411309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005411309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005411309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005411309.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005411309.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005411309.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005411309.xlsx
680,24005411308,1307,3.720904,39.5,12.927552,11.7,33.252799,3.8,36.794113,0.9,81.053698,8.4,30.395137,82863,9.73959,3.2,64.589666,3.9,38.968124,6.1,85.70432,2,72.948328,3.5,86.843248,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005411308.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005411308.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005411308.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005411308.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005411308.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005411308.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005411308.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005411308.xlsx
681,24005430104,963,4.923823,5.8,32.491353,6.4,50.341945,5.1,51.254544,0,-999,6.6,31.316202,54266,9.952102,10.6,37.277055,4.9,32.256064,9.2,86.560063,8.5,54.353656,16.7,76.806873,12.7,87.11677,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24005430104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24005430104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24005430104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24005430104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24005430104.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24005430104.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24005430104.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24005430104.xlsx
682,24033803516,1675,2.758245,48.2,8.828463,23.8,20.433705,3.9,49.879199,2.3,63.433329,8.3,26.366866,110859,5.179229,4.2,40.526849,10.8,27.017899,2.1,92.632798,4.1,53.376826,3.3,92.106475,9.1,57.450149,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033803516.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033803516.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033803516.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033803516.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033803516.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033803516.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033803516.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033803516.xlsx
683,24033801707,2026,4.770806,13.2,22.105554,15.1,24.960245,10.9,25.096902,9.3,26.800013,16.3,19.393216,62435,7.633471,17.5,22.926617,23,13.743888,12.3,51.399906,11.1,35.597908,18.6,47.063438,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801707.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801707.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801707.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801707.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801707.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801707.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801707.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801707.xlsx
684,24033801708,1272,3.775497,12.4,22.060986,8.7,39.129371,4.9,55.827802,2.2,66.316662,18.4,16.188714,51844,7.340234,19.7,25.612146,18.6,20.917083,3.5,97.264438,7.8,42.085574,7.2,88.652482,8.7,70.572616,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801708.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801708.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801708.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801708.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801708.xlsx
685,24033801808,1434,4.069642,17.2,18.025023,3.3,36.84259,0.7,78.158923,0.4,121.580547,14.5,23.896866,57226,5.03204,16.4,21.869672,12.7,33.027786,7.8,68.583898,6.4,70.288754,13.4,68.048814,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801808.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801808.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801808.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801808.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801808.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801808.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801808.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801808.xlsx
686,24033802405,1702,2.500188,15.3,20.263425,5.1,36.950951,1.5,48.632219,0.8,68.389058,11.8,23.697903,55500,7.464607,18.9,20.585066,10.1,19.260285,17.2,39.230932,9.5,31.994881,19,44.472884,5.3,57.349315,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033802405.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033802405.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033802405.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033802405.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033802405.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033802405.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033802405.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033802405.xlsx
687,24033801406,1249,5.207814,30.1,12.925507,8.2,39.291274,3.4,82.245664,2.8,93.356492,6.9,34.35972,65417,7.051326,10,40.121581,12.2,32.388261,11.2,88.471559,10.8,55.724417,15.2,84.786434,19,47.992321,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801406.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801406.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801406.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801406.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801406.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801406.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801406.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801406.xlsx
688,24033801407,2234,2.612295,23.9,17.295977,9.4,21.987971,1.9,35.194369,1.1,55.263885,15.7,20.908757,81516,1.678675,8.1,31.520883,13.1,21.810251,16.6,47.606841,9.3,39.87319,24.8,42.896362,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801407.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801407.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801407.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801407.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801407.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801407.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801407.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801407.xlsx
689,24033800604,523,6.974028,27.2,18.99696,12.7,45.473039,0.9,121.580547,0,-999,11.4,30.395137,103250,18.314799,7.3,57.4593,12.5,28.693009,0,-999,1.3,84.171148,0,-999,11.1,104.603083,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800604.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800604.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800604.xlsx
690,24033800606,2524,2.31215,42.7,11.246912,4.9,39.69977,0.8,83.586626,0,-999,9.3,71.248815,81609,5.188205,0.3,121.580547,11.9,32.183086,0,-999,2.4,55.724417,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800606.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800606.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800606.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800606.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800606.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800606.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800606.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800606.xlsx
691,24033801309,1268,3.212104,49.8,9.399299,13.6,22.796353,4,36.474164,2.2,41.447914,6.9,26.430554,121724,10.339301,1.7,75.093867,8.6,28.981409,0,-999,2,42.553191,0,-999,2.3,84.577772,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033801309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033801309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033801309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033801309.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033801309.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033801309.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033801309.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033801309.xlsx
692,24033802201,786,4.563138,19.4,18.801116,3,42.553191,1.3,84.171148,0.1,364.741641,8.2,35.58455,53886,2.695096,14.4,32.083755,28.8,18.363728,6.2,101.970781,9.6,40.526849,9.4,90.538705,12.9,54.664122,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033802201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033802201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033802201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033802201.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033802201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033802201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033802201.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033802201.xlsx
693,24033802803,1742,5.06004,15.6,19.873743,6.7,41.736606,0.2,121.580547,0.2,121.580547,12,22.289767,63448,12.652824,14.5,22.219893,7,22.579244,13.7,43.928738,16.2,33.021877,26.7,55.781337,15.5,35.689774,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033802803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033802803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033802803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033802803.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033802803.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033802803.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033802803.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033802803.xlsx
694,24033802600,1102,4.357923,8.8,22.105554,3.8,51.191809,3.8,54.391297,3.8,54.391297,11.5,25.901943,54872,8.222507,18.5,24.316109,12.2,23.917485,5.5,72.948328,7.9,33.857874,7.5,80.243161,10.6,62.510753,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033802600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033802600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033802600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033802600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033802600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033802600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033802600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033802600.xlsx
695,24033804700,1240,6.471223,33.9,10.938663,32.7,13.013208,14.2,26.114132,12.4,30.395137,8.4,24.605587,84219,16.968353,9,34.447822,23.6,19.061357,11.4,62.390018,8.7,43.321804,9.9,70.614964,8.4,49.934868,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033804700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033804700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033804700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033804700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033804700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033804700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033804700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033804700.xlsx
696,24033802700,811,8.24529,8.6,25.447091,2.3,44.931941,0,-999,0,-999,13.5,24.766408,42379,21.997188,26.8,18.14635,17.7,19.233081,11.1,64.076234,18.6,25.165866,15.5,63.927836,21.9,34.697645,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033802700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033802700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033802700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033802700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033802700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033802700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033802700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033802700.xlsx
697,24033800209,1512,3.899905,19.2,20.896657,28.6,17.216826,6.7,30.848796,2.6,51.437924,8.8,37.993921,45479,4.353524,10.6,29.821644,19.6,15.507723,17.5,31.263569,11.8,28.849621,20.2,34.00644,13.3,42.507485,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800209.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800209.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800209.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800209.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800209.xlsx
698,24033800106,1060,4.358548,44.7,10.879691,19,18.87698,6.9,38.764812,4,56.231003,9.5,21.756519,85203,4.645441,0,-999,12.2,21.42608,2.7,99.065631,2.9,50.309192,3.1,98.048828,6.2,97.06834,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24033800106.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24033800106.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24033800106.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24033800106.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24033800106.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24033800106.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24033800106.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24033800106.xlsx
